SORT1,SORT2,이름,주소,광역(특별)시/도,시/군/구,도로명,위도 경도,비고
반려 동반 가능 식당,한식,꼬독꼬독,경기도 포천시 소흘읍 죽엽산로 360-5,경기도,포천시,소흘읍 죽엽산로 360-5,POINT (127.1645913 37.8009105),
반려 동반 가능 식당,한식,스테이,경기도 포천시 소흘읍 태봉로63번길 9 1층,경기도,포천시,소흘읍 태봉로63번길 9 1층,POINT (127.1361633 37.8237047),
반려 동반 가능 식당,한식,마방집,경기도 하남시 하남대로 674,경기도,하남시,하남대로 674,POINT (127.2171778 37.5321639),
반려 동반 가능 식당,한식,면면히,경기도 하남시 미사강변대로34번길 90 메인프라자 114호,경기도,하남시,미사강변대로34번길 90 메인프라자 114호,POINT (127.1827493 37.570719),
반려 동반 가능 식당,한식,로스팩토리,경기도 화성시 송산면 당성로 385,경기도,화성시,송산면 당성로 385,POINT (126.706298 37.2012162),
반려 동반 가능 식당,한식,옛수원가든,경기도 화성시 정남면 세자로303번길 15-12,경기도,화성시,정남면 세자로303번길 15-12,POINT (126.9774214 37.1935251),
반려 동반 가능 식당,한식,찌개야갈비야,"경기도 화성시 효행로 1062 106호,107호,108호",경기도,화성시,"효행로 1062 106호,107호,108호",POINT (127.0429403 37.21410890000001),
반려 동반 가능 식당,한식,문어랑 상록점,"서울특별시 강남구 봉은사로44길 64 1층,2층",서울특별시,강남구,"봉은사로44길 64 1층,2층",POINT (127.0425231 37.5053961),
반려 동반 가능 식당,한식,압구정제주집,서울특별시 강남구 논현로152길 36 1층,서울특별시,강남구,논현로152길 36 1층,POINT (127.0310953 37.521484),
반려 동반 가능 식당,한식,도야족발 길동점,서울특별시 강동구 양재대로 1520,서울특별시,강동구,양재대로 1520,POINT (127.1417079 37.5411815),
반려 동반 가능 식당,한식,램니쿠야 둔촌점,서울특별시 강동구 양재대로87길 23,서울특별시,강동구,양재대로87길 23,POINT (127.1337311 37.5255522),
반려 동반 가능 식당,한식,진이네 떡볶이,서울특별시 강동구 동남로71길 23 상가 1층,서울특별시,강동구,동남로71길 23 상가 1층,POINT (127.1548042 37.5509685),
반려 동반 가능 식당,한식,단군산장,서울특별시 강북구 4.19로28길 19-9,서울특별시,강북구,4.19로28길 19-9,POINT (127.0017706 37.64291480000001),
반려 동반 가능 식당,한식,미아회관,서울특별시 강북구 도봉로10가길 15 1층,서울특별시,강북구,도봉로10가길 15 1층,POINT (127.0313423 37.6129739),
반려 동반 가능 식당,한식,초가집,서울특별시 강북구 삼양로173길 116-28,서울특별시,강북구,삼양로173길 116-28,POINT (127.0061509 37.6623886),
반려 동반 가능 식당,한식,고기원칙 강서구청점,서울특별시 강서구 까치산로27길 23 1층,서울특별시,강서구,까치산로27길 23 1층,POINT (126.8512659 37.5519367),
반려 동반 가능 식당,한식,동아풍천민물장어,서울특별시 강서구 양천로 731,서울특별시,강서구,양천로 731,POINT (126.8779771 37.5492581),
반려 동반 가능 식당,한식,소앤돼지,서울특별시 강서구 마곡중앙5로 6 보타닉프르지오 지하 1층 126호,서울특별시,강서구,마곡중앙5로 6 보타닉프르지오 지하 1층 126호,POINT (126.826708 37.5672954),
반려 동반 가능 식당,한식,어닝바 마곡본점,서울특별시 강서구 마곡중앙로 59-17 류마타워2차 115호,서울특별시,강서구,마곡중앙로 59-17 류마타워2차 115호,POINT (126.8250132 37.5587513),
반려 동반 가능 식당,한식,오남매닭갈비,서울특별시 강서구 화곡로 206,서울특별시,강서구,화곡로 206,POINT (126.8436009 37.5437184),
반려 동반 가능 식당,한식,육회먹은연어,서울특별시 강서구 마곡중앙6로 45,서울특별시,강서구,마곡중앙6로 45,POINT (126.8324151 37.5605679),
반려 동반 가능 식당,한식,남도반주,서울특별시 관악구 관악로14가길 6 지하1층,서울특별시,관악구,관악로14가길 6 지하1층,POINT (126.9559151 37.4782257),
반려 동반 가능 식당,한식,즉석떡볶이달쫀 봉천점,서울특별시 관악구 양녕로 62 현대팰리스 1층 102호,서울특별시,관악구,양녕로 62 현대팰리스 1층 102호,POINT (126.9468607 37.4875189),
반려 동반 가능 식당,한식,하와이조개 신림본점,서울특별시 관악구 신림로59길 15-6 1층,서울특별시,관악구,신림로59길 15-6 1층,POINT (126.9289469 37.4827959),
반려 동반 가능 식당,한식,품격사시미,서울특별시 구로구 디지털로32나길 23,서울특별시,구로구,디지털로32나길 23,POINT (126.9004823 37.48424010000001),
반려 동반 가능 식당,한식,양지식당,서울특별시 금천구 시흥대로50길 10 1층,서울특별시,금천구,시흥대로50길 10 1층,POINT (126.9026263 37.4512088),
반려 동반 가능 식당,한식,도마뱀식당,서울특별시 마포구 희우정로20길 75,서울특별시,마포구,희우정로20길 75,POINT (126.9043676 37.556251),
반려 동반 가능 식당,한식,로스트 피그,서울특별시 마포구 동교로9길 57 1층,서울특별시,마포구,동교로9길 57 1층,POINT (126.9103388 37.5527133),
반려 동반 가능 식당,한식,샐러마리,서울특별시 마포구 망원로 55-3,서울특별시,마포구,망원로 55-3,POINT (126.9028722 37.557121),
반려 동반 가능 식당,한식,와이키키마켓,서울특별시 마포구 마포나루길 332,서울특별시,마포구,마포나루길 332,POINT (126.8887697 37.5589651),
반려 동반 가능 식당,한식,영동교집 강남직영점,서울특별시 서초구 강남대로 499 동일빌딩 2층,서울특별시,서초구,강남대로 499 동일빌딩 2층,POINT (127.0230315 37.5064791),
반려 동반 가능 식당,한식,큰돈가 신사점,서울특별시 서초구 나루터로 79,서울특별시,서초구,나루터로 79,POINT (127.0185463 37.5159171),
반려 동반 가능 식당,한식,포석정,서울특별시 서초구 신반포로 194,서울특별시,서초구,신반포로 194,POINT (127.0064129 37.5051817),
반려 동반 가능 식당,한식,돌쇠참나무장작구이,서울특별시 성북구 동소문로20길 31,서울특별시,성북구,동소문로20길 31,POINT (127.0169644 37.5911193),
반려 동반 가능 식당,한식,오토김밥 성북점,서울특별시 성북구 북악산로 855,서울특별시,성북구,북악산로 855,POINT (127.0193048 37.5988833),
반려 동반 가능 식당,한식,소양식탁,서울특별시 송파구 위례성대로12길 10 1층,서울특별시,송파구,위례성대로12길 10 1층,POINT (127.1223194 37.5128847),
반려 동반 가능 식당,한식,해피스프라이데이,서울특별시 송파구 송파대로 167 문정역테라타워A동 지하1층 G116호,서울특별시,송파구,송파대로 167 문정역테라타워A동 지하1층 G116호,POINT (127.1207542 37.4844783),
반려 동반 가능 식당,한식,시민막국수 숯불닭갈비,서울특별시 양천구 목동동로10길 21-1 골목 안쪽 1층매장,서울특별시,양천구,목동동로10길 21-1 골목 안쪽 1층매장,POINT (126.8717779 37.5195172),
반려 동반 가능 식당,한식,내일식당,서울특별시 영등포구 양평로22길 25,서울특별시,영등포구,양평로22길 25,POINT (126.8953277 37.540014),
반려 동반 가능 식당,한식,아리수만찬,서울특별시 영등포구 노들로 111 양화선착장,서울특별시,영등포구,노들로 111 양화선착장,POINT (126.8939255 37.545328),
반려 동반 가능 식당,한식,로코스 비비큐 경리단길본점,서울특별시 용산구 회나무로 83,서울특별시,용산구,회나무로 83,POINT (126.9954877 37.5409436),
반려 동반 가능 식당,한식,부부식당,서울특별시 종로구 동숭길 43 2층,서울특별시,종로구,동숭길 43 2층,POINT (127.004275 37.5801871),
반려 동반 가능 식당,한식,창신동매운족발 본점,서울특별시 종로구 종로51길 23,서울특별시,종로구,종로51길 23,POINT (127.0115524 37.5730259),
반려 동반 가능 식당,한식,금돼지식당,서울특별시 중구 다산로 149,서울특별시,중구,다산로 149,POINT (127.0116533 37.5570519),
반려 동반 가능 식당,한식,최강달인춘천닭갈비,서울특별시 중구 필동로 15,서울특별시,중구,필동로 15,POINT (126.9962513 37.5602044),
반려 동반 가능 식당,한식,동부면옥,서울특별시 중랑구 동일로109길 81,서울특별시,중랑구,동일로109길 81,POINT (127.0757467 37.5908591),
반려 동반 가능 식당,한식,숯불닭갈비에반하닭,서울특별시 중랑구 면목로 352 1층,서울특별시,중랑구,면목로 352 1층,POINT (127.0886458 37.5831897),
반려 동반 가능 식당,한식,농가의 식탁,인천광역시 남동구 강화군 선원면 해안동로 1037-8 2층,인천광역시,남동구 - 강화군,선원면 해안동로 1037-8 2층,POINT (126.5143031 37.7088735),
반려 동반 가능 식당,한식,동문식당,인천광역시 남동구 강화군 길상면 전등사로77번길 45,인천광역시,남동구 - 강화군,길상면 전등사로77번길 45,POINT (126.4881472 37.6331196),
반려 동반 가능 식당,한식,아임파인 바베큐장,인천광역시 남동구 강화군 화도면 해안남로 2709-8,인천광역시,남동구 - 강화군,화도면 해안남로 2709-8,POINT (126.3782988 37.6363247),
반려 동반 가능 식당,한식,전등사남문식당,인천광역시 남동구 강화군 길상면 전등사로 37-11,인천광역시,남동구 - 강화군,길상면 전등사로 37-11,POINT (126.4903298 37.6317589),"반려 동반시 사전 미리 전화 필수, 대형견 입장 불가"
반려 동반 가능 여행지,무료 반려견 놀이터,덕수공원 반려견 놀이터,경기도 고양시 덕양구 고양대로 1804-22 삼송배드민턴장,경기도,고양시,덕양구 고양대로 1804-22 삼송배드민턴장,POINT (126.8783008 37.6411726),
반려 동반 가능 여행지,무료 반려견 놀이터,일산 호수공원 반려견 놀이터,경기도 고양시 일산동구 노루목로 10 호수공원,경기도,고양시,일산동구 노루목로 10 호수공원,POINT (126.7676568 37.6497526),
반려 동반 가능 여행지,무료 반려견 놀이터,구리반려견놀이터,경기도 구리시 토평동 697,경기도,구리시,토평동 697,POINT (127.1403405 37.5827014),
반려 동반 가능 여행지,무료 반려견 놀이터,하성근린공원반려견놀이터,경기도 김포시 하성면 하성로 603-13 태산패밀리파크,경기도,김포시,하성면 하성로 603-13 태산패밀리파크,POINT (126.6297854 37.7247178),
반려 동반 가능 여행지,무료 반려견 놀이터,백만송이장미원,경기도 부천시 성곡로63번길 99 도당공원,경기도,부천시,성곡로63번길 99 도당공원,POINT (126.7923319 37.5163496),
반려 동반 가능 여행지,무료 반려견 놀이터,광교호수공원 반려견놀이터,경기도 수원시 영통구 하동 1008-9,경기도,수원시,영통구 하동 1008-9,POINT (127.0787006 37.28544400000001),
반려 동반 가능 여행지,무료 반려견 놀이터,올림픽공원 반려견 놀이터,경기도 수원시 권선구 효원로256번길 16,경기도,수원시,권선구 효원로256번길 16,POINT (127.0280173 37.2621359),
반려 동반 가능 여행지,무료 반려견 놀이터,호매실동 반려견 놀이터,경기도 수원시 권선구 금곡로 188,경기도,수원시,권선구 금곡로 188,POINT (126.9507226 37.2729997),
반려 동반 가능 여행지,무료 반려견 놀이터,안산 성곡 반려견 놀이터,경기도 안산시 단원구 성곡동 696,경기도,안산시,단원구 성곡동 696,POINT (126.7366496 37.3231915),
반려 동반 가능 여행지,무료 반려견 놀이터,삼막애견공원,경기도 안양시 만안구 석수동 18,경기도,안양시,만안구 석수동 18,POINT (126.915136 37.4290134),
반려 동반 가능 여행지,무료 반려견 놀이터,양주시 반려견놀이터,경기도 양주시 회천로 203,경기도,양주시,회천로 203,POINT (127.0791653 37.8253146),
반려 동반 가능 여행지,무료 반려견 놀이터,구갈레스피아 반려견놀이터,경기도 용인시 기흥구 중부대로 640,경기도,용인시,기흥구 중부대로 640,POINT (127.1321287 37.2666647),
반려 동반 가능 여행지,무료 반려견 놀이터,기흥 호수공원 반려견 놀이터,경기도 용인시 기흥구 하갈로 79-1,경기도,용인시,기흥구 하갈로 79-1,POINT (127.0955587 37.2537662),
반려 동반 가능 여행지,무료 반려견 놀이터,용인 수지 반려동물 놀이터,경기도 용인시 수지구 상현동 1135-3,경기도,용인시,수지구 상현동 1135-3,POINT (127.076179 37.2949182),
반려 동반 가능 여행지,무료 반려견 놀이터,안정근린공원 반려견 놀이터,경기도 평택시 팽성읍 안정순환로267번길 42,경기도,평택시,팽성읍 안정순환로267번길 42,POINT (127.0525287 36.96114579999999),
반려 동반 가능 여행지,무료 반려견 놀이터,평택시 농원생태원 모루마루 반려견 놀이터,경기도 평택시 오성면 청오로 33-58,경기도,평택시,오성면 청오로 33-58,POINT (126.9799833 37.0131244),
반려 동반 가능 여행지,무료 반려견 놀이터,어린이대공원 반려견 놀이터,서울특별시 광진구 능동로 216,서울특별시,광진구,능동로 216,POINT (127.0844213 37.54542060000001),
반려 동반 가능 여행지,무료 반려견 놀이터,보라매공원 반려견 놀이터,서울특별시 동작구 여의대방로20길 33 보라매공원,서울특별시,동작구,여의대방로20길 33 보라매공원,POINT (126.9192028 37.49061929999999),
반려 동반 가능 여행지,무료 반려견 놀이터,월드컵공원 반려견 놀이터,서울특별시 마포구 증산로 32,서울특별시,마포구,증산로 32,POINT (126.8932203 37.56628649999999),
반려 동반 가능 여행지,무료 반려견 놀이터,계양 꽃마루 반려견 놀이터,인천광역시 계양구 봉오대로 855 계양경기장,인천광역시,계양구,봉오대로 855 계양경기장,POINT (126.7500906 37.5347897),
